stopID,pid,reason,stopCode,reasonText,reasonDetail,reasonExplanation
2806,1,Reasonable Suspicion,65002,65002 ZZ - LOCAL ORDINANCE VIOL (I) 65002,Officer witnessed commission of a crime,direction
2807,1,Traffic Violation,54106,22350 VC - UNSAFE SPEED:PREVAIL COND (I) 54106,Moving Violation,Speeding
2808,1,Reasonable Suspicion,13039,240/242 PC - ASSAULT & BATTERY (M) 13039,Other Reasonable Suspicion of a crime,LAND LORD TENATE DISPUTE. CIVIL ISSUE
2808,1,Reasonable Suspicion,13039,240/242 PC - ASSAULT & BATTERY (M) 13039,Matched suspect description,LAND LORD TENATE DISPUTE. CIVIL ISSUE
2809,1,Traffic Violation,54106,22350 VC - UNSAFE SPEED:PREVAIL COND (I) 54106,Moving Violation,Speeding
2810,1,Reasonable Suspicion,62092,14 4311(A) CA - CA REG:FIRE NOT IN STOVE (M) 62092,Other Reasonable Suspicion of a crime,subject having a fire in the sand 
2811,1,Traffic Violation,54106,22350 VC - UNSAFE SPEED:PREVAIL COND (I) 54106,Moving Violation,Speeding
2811,2,Traffic Violation,54460,21235(C) VC - OP MOTR SCOOTR W/O HELMET (I) 54460,"Non-moving Violation, including Registration Violation",helmet
2812,1,Reasonable Suspicion,29138,594(A) PC - VANDALISM (M) 29138,Actions indicative of engaging in violent crime,SUBJECT THREW A BICYCLE AT A BUILDING.
2812,1,Reasonable Suspicion,29138,594(A) PC - VANDALISM (M) 29138,Officer witnessed commission of a crime,SUBJECT THREW A BICYCLE AT A BUILDING.
2813,1,Reasonable Suspicion,54460,21235(C) VC - OP MOTR SCOOTR W/O HELMET (I) 54460,Officer witnessed commission of a crime,NO HELMET
2814,1,Reasonable Suspicion,65002,65002 ZZ - LOCAL ORDINANCE VIOL (I) 65002,Officer witnessed commission of a crime,SPEED
2815,1,Traffic Violation,65002,65002 ZZ - LOCAL ORDINANCE VIOL (I) 65002,Moving Violation,boating
2816,1,Reasonable Suspicion,65002,65002 ZZ - LOCAL ORDINANCE VIOL (I) 65002,Officer witnessed commission of a crime,SPEED
2817,1,Traffic Violation,65002,65002 ZZ - LOCAL ORDINANCE VIOL (I) 65002,Moving Violation,Speeding
2818,1,Reasonable Suspicion,65002,65002 ZZ - LOCAL ORDINANCE VIOL (I) 65002,Officer witnessed commission of a crime,DIRECTION
2819,1,Reasonable Suspicion,65002,65002 ZZ - LOCAL ORDINANCE VIOL (I) 65002,Officer witnessed commission of a crime,SMOKING
2820,1,Traffic Violation,65002,65002 ZZ - LOCAL ORDINANCE VIOL (I) 65002,Moving Violation,Speeding
2821,1,Traffic Violation,66205,640(B)(3) PC - SMOKING PROHIBITED AREA (I) 66205,"Non-moving Violation, including Registration Violation",Smoking at bus stop and cited
2822,1,Traffic Violation,65002,65002 ZZ - LOCAL ORDINANCE VIOL (I) 65002,Moving Violation,counterclockwise
2823,1,Reasonable Suspicion,65002,65002 ZZ - LOCAL ORDINANCE VIOL (I) 65002,Officer witnessed commission of a crime,DOG PROH
2824,1,Traffic Violation,65002,65002 ZZ - LOCAL ORDINANCE VIOL (I) 65002,Moving Violation,counterclockwise
2825,1,Traffic Violation,65002,65002 ZZ - LOCAL ORDINANCE VIOL (I) 65002,Moving Violation,counterclockwise
2826,1,Traffic Violation,65002,65002 ZZ - LOCAL ORDINANCE VIOL (I) 65002,Moving Violation,counterclockwise
2827,1,Reasonable Suspicion,99999,NA - XX ZZ - CODE NOT FOUND IN TABLE (X) 99999,Other Reasonable Suspicion of a crime,a 415 between neighbors
2828,1,Reasonable Suspicion,66205,640(B)(3) PC - SMOKING PROHIBITED AREA (I) 66205,Officer witnessed commission of a crime,male smoking at bus stop in violation of sdmc
2829,1,Traffic Violation,65002,65002 ZZ - LOCAL ORDINANCE VIOL (I) 65002,Moving Violation,counterclockwise
2830,1,Traffic Violation,65002,65002 ZZ - LOCAL ORDINANCE VIOL (I) 65002,Moving Violation,Speeding
2831,1,Traffic Violation,65002,65002 ZZ - LOCAL ORDINANCE VIOL (I) 65002,Moving Violation,Speeding
2832,1,Reasonable Suspicion,65002,65002 ZZ - LOCAL ORDINANCE VIOL (I) 65002,Officer witnessed commission of a crime,NO HELMET
2833,1,Traffic Violation,65002,65002 ZZ - LOCAL ORDINANCE VIOL (I) 65002,Moving Violation,counterclockwise
2834,1,Traffic Violation,65002,65002 ZZ - LOCAL ORDINANCE VIOL (I) 65002,Moving Violation,counterclockwise
2835,1,Reasonable Suspicion,65002,65002 ZZ - LOCAL ORDINANCE VIOL (I) 65002,Officer witnessed commission of a crime,NO HELMET
2836,1,Traffic Violation,65002,65002 ZZ - LOCAL ORDINANCE VIOL (I) 65002,Moving Violation,counterclockwise
2837,1,Traffic Violation,65002,65002 ZZ - LOCAL ORDINANCE VIOL (I) 65002,Moving Violation,Speeding
2838,1,Traffic Violation,65002,65002 ZZ - LOCAL ORDINANCE VIOL (I) 65002,Moving Violation,Speeding
2839,1,Traffic Violation,65002,65002 ZZ - LOCAL ORDINANCE VIOL (I) 65002,Moving Violation,violation of signs
2840,1,Traffic Violation,54460,21235(C) VC - OP MOTR SCOOTR W/O HELMET (I) 54460,Moving Violation,no helmet
2841,1,Reasonable Suspicion,54090,23222(A) VC - POSS OPEN CONTAINER:DRIVE (I) 54090,Other Reasonable Suspicion of a crime,ped stop open alcohol container
2842,1,Traffic Violation,54460,21235(C) VC - OP MOTR SCOOTR W/O HELMET (I) 54460,Moving Violation,no helmet
2843,1,Traffic Violation,54460,21235(C) VC - OP MOTR SCOOTR W/O HELMET (I) 54460,Moving Violation,no helmet
2844,1,Traffic Violation,54460,21235(C) VC - OP MOTR SCOOTR W/O HELMET (I) 54460,Moving Violation,no helmet
2845,1,Traffic Violation,54460,21235(C) VC - OP MOTR SCOOTR W/O HELMET (I) 54460,Moving Violation,no helmet
2846,1,Traffic Violation,54460,21235(C) VC - OP MOTR SCOOTR W/O HELMET (I) 54460,Moving Violation,no helmet
2847,1,Traffic Violation,54460,21235(C) VC - OP MOTR SCOOTR W/O HELMET (I) 54460,Moving Violation,no helmet
2848,1,Traffic Violation,54460,21235(C) VC - OP MOTR SCOOTR W/O HELMET (I) 54460,Moving Violation,no helmet
2849,1,Traffic Violation,54460,21235(C) VC - OP MOTR SCOOTR W/O HELMET (I) 54460,Moving Violation,no helmet
2850,1,Traffic Violation,54460,21235(C) VC - OP MOTR SCOOTR W/O HELMET (I) 54460,Moving Violation,no helmet
2851,1,Traffic Violation,54460,21235(C) VC - OP MOTR SCOOTR W/O HELMET (I) 54460,Moving Violation,no helmet
2852,1,Traffic Violation,54144,24603(B) VC - STOPLAMPS VIOL:SPEC VEH (I) 54144,Equipment Violation,Subject stopped in relation to rear brakelight being out of order.
2853,1,Traffic Violation,54460,21235(C) VC - OP MOTR SCOOTR W/O HELMET (I) 54460,Moving Violation,no helmet
2854,1,Reasonable Suspicion,65002,65002 ZZ - LOCAL ORDINANCE VIOL (I) 65002,Officer witnessed commission of a crime,no dogs
2855,1,Traffic Violation,54460,21235(C) VC - OP MOTR SCOOTR W/O HELMET (I) 54460,Moving Violation,no helmet
2856,1,Reasonable Suspicion,65002,65002 ZZ - LOCAL ORDINANCE VIOL (I) 65002,Officer witnessed commission of a crime,no dogs
2857,1,Traffic Violation,54460,21235(C) VC - OP MOTR SCOOTR W/O HELMET (I) 54460,Moving Violation,no helmet
2858,1,Reasonable Suspicion,65002,65002 ZZ - LOCAL ORDINANCE VIOL (I) 65002,Officer witnessed commission of a crime,no glass
2859,1,Traffic Violation,54460,21235(C) VC - OP MOTR SCOOTR W/O HELMET (I) 54460,Moving Violation,No helmet
2860,1,Traffic Violation,54460,21235(C) VC - OP MOTR SCOOTR W/O HELMET (I) 54460,Moving Violation,no helmet
2861,1,Reasonable Suspicion,65002,65002 ZZ - LOCAL ORDINANCE VIOL (I) 65002,Officer witnessed commission of a crime,smoking
2862,1,Traffic Violation,54460,21235(C) VC - OP MOTR SCOOTR W/O HELMET (I) 54460,Moving Violation,NO HELMET
2863,1,Traffic Violation,54460,21235(C) VC - OP MOTR SCOOTR W/O HELMET (I) 54460,Moving Violation,no helmet
2864,1,Traffic Violation,54460,21235(C) VC - OP MOTR SCOOTR W/O HELMET (I) 54460,Moving Violation,NO HELMET
2865,1,Traffic Violation,54460,21235(C) VC - OP MOTR SCOOTR W/O HELMET (I) 54460,Moving Violation,no helmet
2866,1,Traffic Violation,54460,21235(C) VC - OP MOTR SCOOTR W/O HELMET (I) 54460,Moving Violation,NO HELMET
2867,1,Traffic Violation,54460,21235(C) VC - OP MOTR SCOOTR W/O HELMET (I) 54460,Moving Violation,no helmet
2868,1,Traffic Violation,54460,21235(C) VC - OP MOTR SCOOTR W/O HELMET (I) 54460,Moving Violation,NO HELMET
2869,1,Reasonable Suspicion,41063,25620 BP - POSS OPEN ALCOHOL:PUBLIC (I) 41063,Officer witnessed commission of a crime,open container
2870,1,Traffic Violation,54460,21235(C) VC - OP MOTR SCOOTR W/O HELMET (I) 54460,Moving Violation,NO HELMET
2871,1,Traffic Violation,54460,21235(C) VC - OP MOTR SCOOTR W/O HELMET (I) 54460,Moving Violation,NO HELMET
2872,1,Reasonable Suspicion,41063,25620 BP - POSS OPEN ALCOHOL:PUBLIC (I) 41063,Officer witnessed commission of a crime,open container
2873,1,Traffic Violation,54460,21235(C) VC - OP MOTR SCOOTR W/O HELMET (I) 54460,Moving Violation,NO HELMET
2874,1,Traffic Violation,54460,21235(C) VC - OP MOTR SCOOTR W/O HELMET (I) 54460,Moving Violation,no helmet
2875,1,Traffic Violation,54460,21235(C) VC - OP MOTR SCOOTR W/O HELMET (I) 54460,Moving Violation,NO HELMET
2876,1,Traffic Violation,54460,21235(C) VC - OP MOTR SCOOTR W/O HELMET (I) 54460,Moving Violation,no helmet
2877,1,Traffic Violation,54460,21235(C) VC - OP MOTR SCOOTR W/O HELMET (I) 54460,Moving Violation,NO HELMET
2878,1,Traffic Violation,54460,21235(C) VC - OP MOTR SCOOTR W/O HELMET (I) 54460,Moving Violation,no helmet
2879,1,Traffic Violation,54460,21235(C) VC - OP MOTR SCOOTR W/O HELMET (I) 54460,Moving Violation,no helmet
2880,1,Traffic Violation,54460,21235(C) VC - OP MOTR SCOOTR W/O HELMET (I) 54460,Moving Violation,NO HELMET
2881,1,Traffic Violation,54460,21235(C) VC - OP MOTR SCOOTR W/O HELMET (I) 54460,Moving Violation,no helmet
2882,1,Traffic Violation,54460,21235(C) VC - OP MOTR SCOOTR W/O HELMET (I) 54460,Moving Violation,NO HELMET
2883,1,Reasonable Suspicion,65000,65000 ZZ - LOCAL ORDINANCE VIOL (M) 65000,Other Reasonable Suspicion of a crime,415N. VERBAL WARNING
2884,1,Traffic Violation,54460,21235(C) VC - OP MOTR SCOOTR W/O HELMET (I) 54460,Moving Violation,no helmet
2885,1,Traffic Violation,54460,21235(C) VC - OP MOTR SCOOTR W/O HELMET (I) 54460,Moving Violation,NO HELMET
2886,1,Traffic Violation,54460,21235(C) VC - OP MOTR SCOOTR W/O HELMET (I) 54460,Moving Violation,no helmet
2887,1,Traffic Violation,54460,21235(C) VC - OP MOTR SCOOTR W/O HELMET (I) 54460,Moving Violation,no helmet
2888,1,Traffic Violation,54460,21235(C) VC - OP MOTR SCOOTR W/O HELMET (I) 54460,Moving Violation,NO HELMET
2889,1,Traffic Violation,54460,21235(C) VC - OP MOTR SCOOTR W/O HELMET (I) 54460,Moving Violation,NO HLMET
2890,1,Reasonable Suspicion,65002,65002 ZZ - LOCAL ORDINANCE VIOL (I) 65002,Officer witnessed commission of a crime,smoking
2891,1,Reasonable Suspicion,41079,25608.1 BP - NO ALC BEV:OPEN/CLSD:SPEC (I) 41079,Other Reasonable Suspicion of a crime,OPEN CONTAINER ALCOHOL
2892,1,Traffic Violation,65002,65002 ZZ - LOCAL ORDINANCE VIOL (I) 65002,Moving Violation,SMOKING
2893,1,Reasonable Suspicion,65002,65002 ZZ - LOCAL ORDINANCE VIOL (I) 65002,Officer witnessed commission of a crime,smoking
2894,1,Traffic Violation,65002,65002 ZZ - LOCAL ORDINANCE VIOL (I) 65002,"Non-moving Violation, including Registration Violation",SMOKING
2895,1,Traffic Violation,54460,21235(C) VC - OP MOTR SCOOTR W/O HELMET (I) 54460,Moving Violation,no helmet
2896,1,Traffic Violation,54460,21235(C) VC - OP MOTR SCOOTR W/O HELMET (I) 54460,Moving Violation,no helmet
2897,1,Traffic Violation,54460,21235(C) VC - OP MOTR SCOOTR W/O HELMET (I) 54460,Moving Violation,no helmet
2898,1,Traffic Violation,54114,21801(A) VC - FT/YIELD BE4 LEFT/U-TURN (I) 54114,Moving Violation,subj made left turn in front of me whilw i was going straight. subj failed to yield right of way
2899,1,Traffic Violation,54109,24252(A) VC - FAIL MAINT VEH LITE EQUIP (I) 54109,Equipment Violation,3rd brake light out
2900,1,Reasonable Suspicion,36279,314.1 PC - INDECENT EXPOSURE (F) 36279,Officer witnessed commission of a crime,sex in public
2900,2,Reasonable Suspicion,36018,314.1 PC - INDECENT EXPOSURE (M) 36018,Officer witnessed commission of a crime,sex in public
2901,1,Traffic Violation,54106,22350 VC - UNSAFE SPEED:PREVAIL COND (I) 54106,Moving Violation,Speeding
2902,1,Traffic Violation,54146,21461(A) VC - DRIVER FAIL OBEY SIGN/ETC (I) 54146,Moving Violation,SIGN VIOLATION
2903,1,Traffic Violation,54106,22350 VC - UNSAFE SPEED:PREVAIL COND (I) 54106,Moving Violation,Speeding
2904,1,Traffic Violation,54106,22350 VC - UNSAFE SPEED:PREVAIL COND (I) 54106,Moving Violation,Speeding
2905,1,Traffic Violation,54106,22350 VC - UNSAFE SPEED:PREVAIL COND (I) 54106,Moving Violation,Speeding
2906,1,Traffic Violation,54106,22350 VC - UNSAFE SPEED:PREVAIL COND (I) 54106,Moving Violation,Speeding
2907,1,Traffic Violation,54106,22350 VC - UNSAFE SPEED:PREVAIL COND (I) 54106,Moving Violation,Speeding
2908,1,Traffic Violation,54106,22350 VC - UNSAFE SPEED:PREVAIL COND (I) 54106,Moving Violation,Speeding
2909,1,Traffic Violation,54106,22350 VC - UNSAFE SPEED:PREVAIL COND (I) 54106,Moving Violation,Speeding
2910,1,Reasonable Suspicion,35143,11550 HS - UNDER INFLUENCE CNTL SUB (M) 35143,Matched suspect description,SUBJECT WAS HEARD YELLING AND SCREAMING PROFANITIES POSSIBLY UNDER THE INFLUENCE
2911,1,Traffic Violation,54106,22350 VC - UNSAFE SPEED:PREVAIL COND (I) 54106,Moving Violation,Speeding
2912,1,Traffic Violation,54106,22350 VC - UNSAFE SPEED:PREVAIL COND (I) 54106,Moving Violation,Speeding
2913,1,Traffic Violation,54106,22350 VC - UNSAFE SPEED:PREVAIL COND (I) 54106,Moving Violation,Speeding
2914,1,Traffic Violation,54106,22350 VC - UNSAFE SPEED:PREVAIL COND (I) 54106,Moving Violation,Speeding
2915,1,Consensual Encounter resulting in a search,,,,RADIO CALL
2916,1,Reasonable Suspicion,12004,211 PC - ROBBERY (F) 12004,Witness or Victim identification of Suspect at the scene,WALKING AWAY
2917,1,Consensual Encounter resulting in a search,,,,5150 det
2918,1,Reasonable Suspicion,32022,602 PC - TRESPASSING (M) 32022,Matched suspect description,A RADIO CALL OF A VIOLENT AMLE REFUSING TO LEAVE
2919,1,Traffic Violation,54639,21235(E) VC - OPR MOTR SCOOTR W/PASSNGR (I) 54639,Moving Violation,SAW TWO SCOOTERS GOING NORTH ON 1700 CABLE WITH 2 PEOPLE ON EACH SCOOTER
2920,1,Reasonable Suspicion,64005,647(F) PC - DISORD CONDUCT:ALCOHOL (M) 64005,Officer witnessed commission of a crime,Appeared intoxicated
2921,1,Reasonable Suspicion,99990,NA - XX ZZ - COMMUNITY CARETAKING (X) 99990,Matched suspect description,5150 hold
2922,1,Traffic Violation,54146,21461(A) VC - DRIVER FAIL OBEY SIGN/ETC (I) 54146,Moving Violation,SIGN VIO
2923,1,Reasonable Suspicion,64005,647(F) PC - DISORD CONDUCT:ALCOHOL (M) 64005,Other Reasonable Suspicion of a crime,"radio call 647f, evalued subject and arrested"
2923,1,Reasonable Suspicion,64005,647(F) PC - DISORD CONDUCT:ALCOHOL (M) 64005,Witness or Victim identification of Suspect at the scene,"radio call 647f, evalued subject and arrested"
2924,1,Reasonable Suspicion,41063,25620 BP - POSS OPEN ALCOHOL:PUBLIC (I) 41063,Officer witnessed commission of a crime,in possesion of an open alcohol container
2925,1,Investigation to determine whether the person was truant,,,,Radio Call 
2926,1,Investigation to determine whether the person was truant,,,,Radio Call 
2927,1,Consensual Encounter resulting in a search,,,,radio call!!!
2927,2,Consensual Encounter resulting in a search,,,,radio call
2928,1,Investigation to determine whether the person was truant,,,,Radio Call 
2928,2,Investigation to determine whether the person was truant,,,,Radio Call 
2929,1,Traffic Violation,54098,21453(A) VC - FAIL STOP LINE/ETC AT RED (I) 54098,Moving Violation,RAN RED LIGHT
2930,1,Traffic Violation,54167,22450(A) VC - FAIL STOP VEH:XWALK/ETC (I) 54167,Moving Violation,FAILURE TO STOP AT STOP SIGN
2931,1,Traffic Violation,54167,22450(A) VC - FAIL STOP VEH:XWALK/ETC (I) 54167,Moving Violation,FAILURE TO STOP AT STOP SIGN
2932,1,Traffic Violation,54107,12500(A) VC - DRIVE W/O LICENSE (M) 54107,Equipment Violation,Unlicenced
2933,1,Traffic Violation,54107,12500(A) VC - DRIVE W/O LICENSE (M) 54107,Equipment Violation,Unlicensed
